movieId,title,genres,movie_url,poster,director
37731,Green Street Hooligans (a.k.a. Hooligans) (2005),Crime|Drama,https://www.imdb.com/,https://www.fcmlindia.com/images/fifty-days-campaign/no-image.jpg,NA
37733,"History of Violence, A (2005)",Action|Crime|Drama|Thriller,https://www.imdb.com/title/tt0399146/,"https://m.media-amazon.com/images/M/MV5BMTczMzIzMTQ1OV5BMl5BanBnXkFtZTYwMDQwNjk2._V1_UX182_CR0,0,182,268_AL__QL50.jpg",David Cronenberg
37736,Oliver Twist (2005),Drama,https://www.imdb.com/title/tt0380599/,"https://m.media-amazon.com/images/M/MV5BOGQ1OTUwODUtMzg1MS00NzBkLWIxM2MtYjBmMDdmZWM1NThiXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Roman Polanski
37739,"Greatest Game Ever Played, The (2005)",Drama,https://www.imdb.com/title/tt0388980/,"https://m.media-amazon.com/images/M/MV5BMTQ4NDk3MDk0NV5BMl5BanBnXkFtZTcwMzk4OTgyMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Bill Paxton
37741,Capote (2005),Crime|Drama,https://www.imdb.com/title/tt0379725/,"https://m.media-amazon.com/images/M/MV5BMTczMzU0MjM1MV5BMl5BanBnXkFtZTcwMjczNzgyNA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Bennett Miller
37830,Final Fantasy VII: Advent Children (2004),Action|Adventure|Animation|Fantasy|Sci-Fi,https://www.imdb.com/title/tt0385700/,"https://m.media-amazon.com/images/M/MV5BNTk4NjBhZTUtN2MwMy00MzIyLWFhN2ItMmUwYzQ4MWQxODM3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UY268_CR3,0,182,268_AL__QL50.jpg",Tetsuya Nomura
37844,Roll Bounce (2005),Comedy|Drama|Romance,https://www.imdb.com/title/tt0403455/,"https://m.media-amazon.com/images/M/MV5BMTI2NTA4NjIwNl5BMl5BanBnXkFtZTYwNDQ3MzI3._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Malcolm D. Lee
37853,Into the Blue (2005),Action|Adventure|Crime|Thriller,https://www.imdb.com/title/tt0378109/,"https://m.media-amazon.com/images/M/MV5BMmVlM2FhODYtOWFhZi00YmE5LWIwNWUtZDMxNTlkNDgxNTA0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",John Stockwell
37857,MirrorMask (2005),Adventure|Children|Drama|Fantasy,https://www.imdb.com/title/tt0366780/,"https://m.media-amazon.com/images/M/MV5BMGEyMjcyNDctYWVkNy00ZDEyLTgxMDUtNWY0ZWIyNWMzNGJlXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Dave McKean
38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy,https://www.imdb.com/title/tt0312004/,"https://m.media-amazon.com/images/M/MV5BMTk1NzIwNTM1NV5BMl5BanBnXkFtZTcwMDA1NzkyMw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Steve Box
38061,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller,https://www.imdb.com/title/tt0373469/,"https://m.media-amazon.com/images/M/MV5BMTY5NDExMDA3M15BMl5BanBnXkFtZTYwNTc2MzA3._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Shane Black
38095,"Bittersweet Life, A (Dalkomhan insaeng) (2005)",Action|Crime|Drama,https://www.imdb.com/title/tt0456912/,"https://m.media-amazon.com/images/M/MV5BYWExMGMyZTYtMTRmZS00M2VlLWI0MzMtYmE5MzQ1N2MzOGE4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Jee-woon Kim
38159,"Short Film About Love, A (Krótki film o milosci) (1988)",Drama|Romance,https://www.imdb.com/title/tt0095467/,"https://m.media-amazon.com/images/M/MV5BMjE4MzA3OTQ3NV5BMl5BanBnXkFtZTgwMDg0MjkwMTE@._V1_UY268_CR4,0,182,268_AL__QL50.jpg",Krzysztof Kieslowski
38164,"All This, and Heaven Too (1940)",Drama|Romance,https://www.imdb.com/title/tt0032194/,"https://m.media-amazon.com/images/M/MV5BMjE4NzY5ODI2OV5BMl5BanBnXkFtZTgwOTU0MDgyMTE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Anatole Litvak
38198,Darwin's Nightmare (2004),Documentary,https://www.imdb.com/title/tt0424024/,"https://m.media-amazon.com/images/M/MV5BMTk0NjY4NTI4MF5BMl5BanBnXkFtZTcwOTA0ODU0MQ@@._V1_UY268_CR4,0,182,268_AL__QL50.jpg",Hubert Sauper
38294,Beowulf & Grendel (2005),Action|Adventure|Drama|Fantasy,https://www.imdb.com/title/tt0402057/,"https://m.media-amazon.com/images/M/MV5BMzc2NmYxNDEtZGNlMy00Y2VkLTllN2MtMmNlODRhYmJjZTMzXkEyXkFqcGdeQXVyMTAwMzUyMzUy._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Sturla Gunnarsson
38304,No Direction Home: Bob Dylan (2005),Documentary,https://www.imdb.com/title/tt0367555/,"https://m.media-amazon.com/images/M/MV5BMTY3MjIyNTAzMF5BMl5BanBnXkFtZTgwODAyMjg5MjE@._V1_UY268_CR9,0,182,268_AL__QL50.jpg",Martin Scorsese
38388,Goal! The Dream Begins (Goal!) (2005),Drama,https://www.imdb.com/title/tt0380389/,"https://m.media-amazon.com/images/M/MV5BMjAxNDk2Njk1OV5BMl5BanBnXkFtZTcwOTE5MzIzMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Danny Cannon
38583,"Wraith, The (1986)",Action|Horror|Sci-Fi|Thriller,https://www.imdb.com/title/tt12549038/,https://www.fcmlindia.com/images/fifty-days-campaign/no-image.jpg,NA
38798,In Her Shoes (2005),Comedy|Drama,https://www.imdb.com/title/tt0388125/,"https://m.media-amazon.com/images/M/MV5BMTA2Njc3NTUzMDFeQTJeQWpwZ15BbWU4MDgyNTM0MjAy._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Curtis Hanson
38886,"Squid and the Whale, The (2005)",Comedy|Drama,https://www.imdb.com/title/tt0367089/,"https://m.media-amazon.com/images/M/MV5BMjU0MzBiMDctMmU3NS00NjRkLTkzMzgtZWE3NmExZGI0MmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Noah Baumbach
38992,Two for the Money (2005),Drama,https://www.imdb.com/title/tt0417217/,"https://m.media-amazon.com/images/M/MV5BODAzOTAzNzkyNl5BMl5BanBnXkFtZTYwMTAzNjM3._V1_UX182_CR0,0,182,268_AL__QL50.jpg",D.J. Caruso
39183,Brokeback Mountain (2005),Drama|Romance,https://www.imdb.com/title/tt0388795/,"https://m.media-amazon.com/images/M/MV5BMTY5NTAzNTc1NF5BMl5BanBnXkFtZTYwNDY4MDc3._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Ang Lee
39231,Elizabethtown (2005),Comedy|Drama|Romance,https://www.imdb.com/title/tt0368709/,"https://m.media-amazon.com/images/M/MV5BYmJkOTU0ZjEtYmRkNi00ODcwLTgwMDUtNjVjMTFjZGU2OWNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR7,0,182,268_AL__QL50.jpg",Cameron Crowe
39234,North Country (2005),Drama,https://www.imdb.com/title/tt0395972/,"https://m.media-amazon.com/images/M/MV5BNTM3OTEwODYzNl5BMl5BanBnXkFtZTcwNjM1NzUzMw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Niki Caro
39292,"Good Night, and Good Luck. (2005)",Crime|Drama,https://www.imdb.com/title/tt0433383/,"https://m.media-amazon.com/images/M/MV5BMTY0NzQ2NDg2Ml5BMl5BanBnXkFtZTYwMzcwOTY2._V1_UX182_CR0,0,182,268_AL__QL50.jpg",George Clooney
39307,Dreamer: Inspired by a True Story (2005),Children|Drama,https://www.imdb.com/title/tt0418647/,"https://m.media-amazon.com/images/M/MV5BY2NjNjJkOTQtOTU1Ny00ZWYxLWFjOWYtYjZkOTg4MWU1MGYwXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",John Gatins
39381,"Proposition, The (2005)",Crime|Drama|Western,https://www.imdb.com/title/tt0421238/,"https://m.media-amazon.com/images/M/MV5BN2M3MGJlZDktMGE1YS00Y2ZkLThiYTMtYWNjMTFjMjg4MTVhXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",John Hillcoat
39400,"Fog, The (2005)",Action|Horror|Mystery|Thriller,https://www.imdb.com/title/tt10886376/,https://www.fcmlindia.com/images/fifty-days-campaign/no-image.jpg,NA
39414,Shopgirl (2005),Comedy|Drama|Romance,https://www.imdb.com/title/tt0338427/,"https://m.media-amazon.com/images/M/MV5BMjE2MTM5NjIyOV5BMl5BanBnXkFtZTcwOTg3NDAzMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Anand Tucker
39427,Stay (2005),Thriller,https://www.imdb.com/title/tt0371257/,"https://m.media-amazon.com/images/M/MV5BMjdkNzk1MTUtZGVlYS00MzgyLWFkZjYtMWI4ODg3MzEyNmY4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Marc Forster
39435,"Legend of Zorro, The (2005)",Action|Adventure|Drama|Western,https://www.imdb.com/title/tt0386140/,"https://m.media-amazon.com/images/M/MV5BZTE1MjVmYTYtOGFjZi00NGM3LTg0ZTEtNWI4MGI3NmM1MTVhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Martin Campbell
39444,"Weather Man, The (2005)",Comedy|Drama,https://www.imdb.com/title/tt8005384/,https://www.fcmlindia.com/images/fifty-days-campaign/no-image.jpg,NA
39446,Saw II (2005),Horror|Thriller,https://www.imdb.com/title/tt0432348/,"https://m.media-amazon.com/images/M/MV5BMjY4Mjg4YTgtZWU2MC00MzVlLTg3MDgtYzUyYzU1NGMyMmU5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Darren Lynn Bousman
39449,Prime (2005),Comedy|Drama|Romance,https://www.imdb.com/title/tt0387514/,"https://m.media-amazon.com/images/M/MV5BMTgxMDg4MjUyNV5BMl5BanBnXkFtZTYwMTgwNDU3._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Ben Younger
39516,Don't Move (Non ti muovere) (2004),Drama,https://www.imdb.com/title/tt0330702/,"https://m.media-amazon.com/images/M/MV5BYThiYTgwNDItMjkxZS00ODk5LWFhYzYtNzI4MDhkMmI1ZGUwXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR12,0,182,268_AL__QL50.jpg",Sergio Castellitto
39715,American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),Comedy,https://www.imdb.com/title/tt0436058/,"https://m.media-amazon.com/images/M/MV5BYzRkYjY4NmQtNmMxZS00MjkyLTk2YTMtYTgwZGRlYjAzNjZmXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UY268_CR9,0,182,268_AL__QL50.jpg",Steve Rash
39801,"Great Yokai War, The (Yôkai daisensô) (2005)",Adventure|Comedy|Fantasy|Horror,https://www.imdb.com/title/tt0425661/,"https://m.media-amazon.com/images/M/MV5BMTQ5MTQwOTE2N15BMl5BanBnXkFtZTcwNTU0MjMzMQ@@._V1_UY268_CR3,0,182,268_AL__QL50.jpg",Takashi Miike
39869,Manderlay (2005),Drama,https://www.imdb.com/title/tt0342735/,"https://m.media-amazon.com/images/M/MV5BMjE4MTgzMDM1OF5BMl5BanBnXkFtZTcwNjMyMDIzMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Lars von Trier
40148,Revolver (2005),Crime|Drama|Thriller,https://www.imdb.com/title/tt0365686/,"https://m.media-amazon.com/images/M/MV5BMTQ1OTA3MjM4MF5BMl5BanBnXkFtZTYwMTMxODc4._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Guy Ritchie
40278,Jarhead (2005),Action|Drama|War,https://www.imdb.com/title/tt0418763/,"https://m.media-amazon.com/images/M/MV5BYmMyNGM4NWItYjgwYS00N2Q2LWJmY2YtY2ViNWYwMzRhODlmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Sam Mendes
40339,Chicken Little (2005),Action|Adventure|Animation|Children|Comedy|Sci-Fi,https://www.imdb.com/title/tt0371606/,"https://m.media-amazon.com/images/M/MV5BMTcwMjMwNTA3MV5BMl5BanBnXkFtZTcwMjk4OTgyMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Mark Dindal
40412,Dead Man's Shoes (2004),Crime|Thriller,https://www.imdb.com/title/tt0419677/,"https://m.media-amazon.com/images/M/MV5BMTI5Mzk1MDc2M15BMl5BanBnXkFtZTcwMjIzMDA0MQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Shane Meadows
40414,Joyeux Noël (Merry Christmas) (2005),Drama|War,https://www.imdb.com/title/tt11604986/,https://www.fcmlindia.com/images/fifty-days-campaign/no-image.jpg,NA
40478,Night of the Lepus (1972),Horror|Sci-Fi|Thriller,https://www.imdb.com/title/tt0069005/,"https://m.media-amazon.com/images/M/MV5BMjM5NTk3N2EtNGZkMy00NTdhLWE0NGQtZDhkNzA4NjJjNWNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",William F. Claxton
40491,"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)",Comedy|Drama,https://www.imdb.com/title/tt0098532/,"https://m.media-amazon.com/images/M/MV5BMmM1ZTZhNDUtYzBkNi00YzQ0LWEyZjItM2M5OTI2ZTU0MDlkXkEyXkFqcGdeQXVyMjI0MjMwMzQ@._V1_UY268_CR3,0,182,268_AL__QL50.jpg",Aki Kaurismäki
40578,Sword of the Beast (Kedamono no ken) (1965),Action|Drama,https://www.imdb.com/title/tt0200768/,"https://m.media-amazon.com/images/M/MV5BODhmNTJlODYtZTMwZi00MTA2LTg3NzEtM2JiMDRmYzk4NGJlXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UY268_CR4,0,182,268_AL__QL50.jpg",Hideo Gosha
40581,Just Friends (2005),Comedy|Romance,https://www.imdb.com/title/tt0433400/,"https://m.media-amazon.com/images/M/MV5BMjA0Mzg2NjUzMl5BMl5BanBnXkFtZTcwNDg2ODUzMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Roger Kumble
40583,Syriana (2005),Drama|Thriller,https://www.imdb.com/title/tt0365737/,"https://m.media-amazon.com/images/M/MV5BMjA2MTQwMTg0N15BMl5BanBnXkFtZTcwOTE5NjEzMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Stephen Gaghan
40597,One-Way Ticket to Mombasa (Menolippu Mombasaan) (2002),Comedy|Drama,https://www.imdb.com/title/tt0328132/,"https://m.media-amazon.com/images/M/MV5BMmY5ZjRiNzItZTZhZi00NWRlLTkyNzItMjJlMmMzZTNiMmQ5XkEyXkFqcGdeQXVyMjI0MjMwMzQ@._V1_UY268_CR3,0,182,268_AL__QL50.jpg",Hannu Tuomainen
40614,Derailed (2005),Drama|Thriller,https://www.imdb.com/title/tt0398017/,"https://m.media-amazon.com/images/M/MV5BZDI3OTdhOTAtZWIxOC00MDYxLTkxN2QtYjg3ODdlOTA4MGM1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Mikael Håfström
40617,Creep (2004),Horror|Thriller,https://www.imdb.com/title/tt0381966/,"https://m.media-amazon.com/images/M/MV5BNTgzODgyOTQ3OF5BMl5BanBnXkFtZTcwMjI0MjgyMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Christopher Smith
40629,Pride & Prejudice (2005),Drama|Romance,https://www.imdb.com/title/tt0414387/,"https://m.media-amazon.com/images/M/MV5BMTA1NDQ3NTcyOTNeQTJeQWpwZ15BbWU3MDA0MzA4MzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Joe Wright
40697,Babylon 5,Sci-Fi,https://www.imdb.com/title/tt0105946/,"https://m.media-amazon.com/images/M/MV5BN2Q3ZWM0YzgtMGU0Mi00OWM0LWIwNzctNmQ4NTUyYTk0ZWY2XkEyXkFqcGdeQXVyMzYyMzU2OA@@._V1_UY268_CR0,0,182,268_AL__QL50.jpg",J. Michael Straczynski
40723,Wolf Creek (2005),Crime|Horror|Thriller,https://www.imdb.com/title/tt0416315/,"https://m.media-amazon.com/images/M/MV5BMTIzMjYwNTU4N15BMl5BanBnXkFtZTcwMjk0OTgzMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Greg McLean
40732,"Descent, The (2005)",Adventure|Drama|Horror|Thriller,https://www.imdb.com/title/tt11027718/,"https://m.media-amazon.com/images/M/MV5BOTEzOTU1YTEtOWI2Ny00YWExLWIyMjAtNTVmYWFjMTQ2NGYyXkEyXkFqcGdeQXVyNzExMzc0MDg@._V1_UY268_CR147,0,182,268_AL__QL50.jpg",James A. Janisse
40815,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX,https://www.imdb.com/title/tt0330373/,"https://m.media-amazon.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Mike Newell
40819,Walk the Line (2005),Drama|Musical|Romance,https://www.imdb.com/title/tt0358273/,"https://m.media-amazon.com/images/M/MV5BMjIyOTU3MjUxOF5BMl5BanBnXkFtZTcwMTQ0NjYzMw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",James Mangold
40826,Rent (2005),Drama|Musical|Romance,https://www.imdb.com/title/tt0294870/,"https://m.media-amazon.com/images/M/MV5BOTNmZWI2NzItNmNmMC00ZGY2LWE4ZTAtNjMxZTJiZWUwMzAyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Chris Columbus
40851,Zathura (2005),Action|Adventure|Children|Fantasy,https://www.imdb.com/title/tt13057454/,https://www.fcmlindia.com/images/fifty-days-campaign/no-image.jpg,NA
40870,C.R.A.Z.Y. (2005),Drama,https://www.imdb.com/title/tt0401085/,"https://m.media-amazon.com/images/M/MV5BMTU3MDc2MjUwMV5BMl5BanBnXkFtZTcwNzQyMDAzMQ@@._V1_UY268_CR2,0,182,268_AL__QL50.jpg",Jean-Marc Vallée
40946,Sarah Silverman: Jesus Is Magic (2005),Comedy|Musical,https://www.imdb.com/title/tt0422528/,"https://m.media-amazon.com/images/M/MV5BMTYxOTUzOTU3N15BMl5BanBnXkFtZTcwNzE4ODUzMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Liam Lynch
40955,Breakfast on Pluto (2005),Comedy|Drama,https://www.imdb.com/title/tt0411195/,"https://m.media-amazon.com/images/M/MV5BYmU5YjJlYjEtNGE5Ni00ODA5LWE4ZTAtNzZlNDhlODIzMzE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Neil Jordan
40959,"Ice Harvest, The (2005)",Action|Comedy|Crime|Thriller,https://www.imdb.com/title/tt0400525/,"https://m.media-amazon.com/images/M/MV5BMTcwNzk2MjQyNl5BMl5BanBnXkFtZTcwMjA0MjEzMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Harold Ramis
40962,"Yours, Mine and Ours (2005)",Comedy|Romance,https://www.imdb.com/,https://www.fcmlindia.com/images/fifty-days-campaign/no-image.jpg,NA
40966,"Libertine, The (2004)",Drama,https://www.imdb.com/title/tt0375920/,"https://m.media-amazon.com/images/M/MV5BMTE5MTQ4ODQzNl5BMl5BanBnXkFtZTYwMDIxNTQ3._V1_UY268_CR0,0,182,268_AL__QL50.jpg",Laurence Dunmore
41014,"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L') (1970)",Crime|Horror|Mystery|Thriller,https://www.imdb.com/,https://www.fcmlindia.com/images/fifty-days-campaign/no-image.jpg,NA
41285,Match Point (2005),Crime|Drama|Romance,https://www.imdb.com/title/tt0416320/,"https://m.media-amazon.com/images/M/MV5BMjRjOTMwMDEtNTY4NS00OWRjLWI4ZWItZDgwYmZhMzlkYzgxXkEyXkFqcGdeQXVyODIxOTg5MTc@._V1_UY268_CR4,0,182,268_AL__QL50.jpg",Woody Allen
41527,Paradise Now (2005),Crime|Drama|Thriller|War,https://www.imdb.com/title/tt0445620/,"https://m.media-amazon.com/images/M/MV5BNDI5ODQxNTUxMV5BMl5BanBnXkFtZTcwMTgzMDEzMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Hany Abu-Assad
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,https://www.imdb.com/title/tt0363771/,"https://m.media-amazon.com/images/M/MV5BMTc0NTUwMTU5OV5BMl5BanBnXkFtZTcwNjAwNzQzMw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Andrew Adamson
41569,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller,https://www.imdb.com/title/tt0360717/,"https://m.media-amazon.com/images/M/MV5BMjYxYmRlZWYtMzAwNC00MDA1LWJjNTItOTBjMzlhNGMzYzk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Peter Jackson
41571,Memoirs of a Geisha (2005),Drama|Romance,https://www.imdb.com/title/tt0397535/,"https://m.media-amazon.com/images/M/MV5BMTYxMzM4NTEzOV5BMl5BanBnXkFtZTcwNDMwNjQzMw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Rob Marshall
41573,"Family Stone, The (2005)",Comedy|Drama|Romance,https://www.imdb.com/title/tt0705633/,https://www.fcmlindia.com/images/fifty-days-campaign/no-image.jpg,NA
41617,Havoc (2005),Crime|Drama|Romance,https://www.imdb.com/title/tt0285175/,"https://m.media-amazon.com/images/M/MV5BMjI3ZjRhZTItOGNlNi00NjkwLWIxZGYtODU0ZWU2YTRhYjg4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Barbara Kopple
41627,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) (1967),Action|Drama,https://www.imdb.com/title/tt0061847/,"https://m.media-amazon.com/images/M/MV5BZTgyZDM1ZDctNzQzZS00NzBjLWI2ZTYtNjY2YzJjNTBkNTg2XkEyXkFqcGdeQXVyNjgxMDA4OTI@._V1_UY268_CR0,0,182,268_AL__QL50.jpg",Masaki Kobayashi
41712,"Room for Romeo Brass, A (1999)",Comedy|Drama,https://www.imdb.com/title/tt0202559/,"https://m.media-amazon.com/images/M/MV5BNmIxOGRjZjQtNWMyOC00NDExLWIzODItMWQ2MmM0MjNkMzg1XkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",Shane Meadows
41716,"Matador, The (2005)",Comedy|Drama|Thriller,https://www.imdb.com/title/tt0365485/,"https://m.media-amazon.com/images/M/MV5BZjQ4YzUzZTMtMzliNy00NGQzLWFhYzMtZTcwNTk3N2QwMzlhXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Richard Shepard
41724,Wal-Mart: The High Cost of Low Price (2005),Documentary,https://www.imdb.com/title/tt0473107/,"https://m.media-amazon.com/images/M/MV5BMDQxZGYzNDctNWQyMS00ZDAxLTg0M2ItNjQyODcwMjZhYzdmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR7,0,182,268_AL__QL50.jpg",Robert Greenwald
41769,Mozart and the Whale (2005),Comedy|Drama|Romance,https://www.imdb.com/title/tt0392465/,"https://m.media-amazon.com/images/M/MV5BOTQ2YWQ5NjAtZWI1MS00NTlhLThjODktNWIxNTI1MGVmNjhmXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Petter Næss
41828,Don't Look Now: We're Being Shot At (La grande vadrouille) (1966),Comedy|War,https://www.imdb.com/title/tt0060474/,"https://m.media-amazon.com/images/M/MV5BM2M5YTZkNzYtYzM3ZS00YmQzLTg3NWEtOGZhYzFhNjA2NWEyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY268_CR10,0,182,268_AL__QL50.jpg",Gérard Oury
41863,"Three Burials of Melquiades Estrada, The (2006)",Adventure|Crime|Drama,https://www.imdb.com/title/tt0419294/,"https://m.media-amazon.com/images/M/MV5BMjExNjIxMTgxMV5BMl5BanBnXkFtZTcwNzgyNzEzMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Tommy Lee Jones
41997,Munich (2005),Action|Crime|Drama|Thriller,https://www.imdb.com/title/tt0408306/,"https://m.media-amazon.com/images/M/MV5BMTcwNzYzMzMwMF5BMl5BanBnXkFtZTcwMzMzODczMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Steven Spielberg
42002,"Producers, The (2005)",Comedy|Musical,https://www.imdb.com/title/tt0395251/,"https://m.media-amazon.com/images/M/MV5BMjA3NjAyNzg2OF5BMl5BanBnXkFtZTcwOTIyMDUzMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Susan Stroman
42004,Transamerica (2005),Adventure|Comedy|Drama,https://www.imdb.com/title/tt0407265/,"https://m.media-amazon.com/images/M/MV5BMTQwMjExNzkzMV5BMl5BanBnXkFtZTcwMjczNjEzMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Duncan Tucker
42007,Rumor Has It... (2005),Comedy|Drama|Romance,https://www.imdb.com/title/tt0398375/,"https://m.media-amazon.com/images/M/MV5BOTg3Njk2NTIxNF5BMl5BanBnXkFtZTcwNTc4MTEzMw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Rob Reiner
42009,Cheaper by the Dozen 2 (2005),Adventure|Comedy,https://www.imdb.com/title/tt0452598/,"https://m.media-amazon.com/images/M/MV5BOWFhMjQ5ZDgtZTUwZC00Mjg0LTk1OGYtYTA2ZDMxZmE4ZjYzXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR2,0,182,268_AL__QL50.jpg",Adam Shankman
42011,Fun with Dick and Jane (2005),Comedy|Crime,https://www.imdb.com/title/tt0369441/,"https://m.media-amazon.com/images/M/MV5BYTJiMWFiNzgtMDQxZi00NTFiLWE2YjMtNTA5NzY5YzQxZjNjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR3,0,182,268_AL__QL50.jpg",Dean Parisot
42013,"Ringer, The (2005)",Comedy,https://www.imdb.com/title/tt0267891/,"https://m.media-amazon.com/images/M/MV5BMTUzNDQzMTk5OF5BMl5BanBnXkFtZTcwNDY0MjEzMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Barry W. Blaustein
42015,Casanova (2005),Action|Adventure|Comedy|Drama|Romance,https://www.imdb.com/title/tt0402894/,"https://m.media-amazon.com/images/M/MV5BZTM2MGFmMjctM2EyNi00MmI4LTkyYjItMDhjZWQ4MjUyNGJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Lasse Hallström
